Temperatur,Kelembaban,Wind speed,Ketinggian air,Kondisi
30.504093607986935,81.95493979569186,48.30714635552736,22.357229958434935,0.0
29.890865714930406,56.98119442517802,31.028181432954092,36.519285655182685,1.0
26.91509965736932,83.99790881432799,22.529166828689533,22.176002966378654,0.0
27.669210211173056,84.82753251656737,22.228021129461474,27.919593357307697,0.0
29.002847160461364,83.0514447597677,37.453230262393106,28.134408927112442,0.0
24.119466658812364,92.9749859787584,77.40473947669958,29.3079131764489,0.0
21.409968320638608,89.3358379408449,57.86751339637043,30.85067971678978,0.0
23.08449039794139,85.63176895797476,51.39360598423032,23.228970405251125,0.0
25.03952786354981,77.69704783977132,72.30655256873173,20.0,0.0
34.04777287790451,49.61950860171878,38.94011179202155,42.223442617603894,2.0
34.19222211724686,35.43338586037977,26.251306798629983,57.93491387153182,3.0
25.63517975064886,89.11534068267287,75.23342696258841,25.824310940617963,0.0
33.92143256202151,45.17712662374697,67.69213887318881,42.44548943763135,2.0
35.84597521708108,26.03920722263312,43.55722248099612,61.446862750756345,3.0
37.79231261846572,25.25050928544824,57.1712417042597,70.0,3.0
20.625345834865918,98.70910771756206,44.369369661929156,27.761798693756994,0.0
31.843646375847715,77.60431900446413,61.61007897015139,39.04409831062311,1.0
31.312274153615522,68.74887835529894,35.19319896345867,30.728669565112835,1.0
36.47573414190588,57.63712132396675,59.132759132580574,37.071882425240574,2.0
35.111653012397305,45.70130696253833,96.08673634370734,43.26329115824777,2.0
37.03630761674585,22.708267472237424,27.505773866823354,58.493987652932205,3.0
34.97698031149556,37.11123479979645,11.31291574197204,41.73860090704258,2.0
25.664743327504052,87.8321533313468,81.9969591697817,23.533323971693843,0.0
28.07020702159372,85.8419667421752,76.09142669567288,25.505787734240624,0.0
34.34402463190311,54.04694240510442,56.979090618314856,47.279857611293416,2.0
37.01243072700978,30.686648278221107,49.00522240089995,62.54595987560814,3.0
36.7813134363757,37.65690031897635,27.03036576573087,54.79771300454084,3.0
23.662871847569367,82.19180075229487,46.411783669892905,28.128916873583027,0.0
32.575492791094995,60.25854043708663,53.301433080283026,35.84996258293758,3.0
22.62664972034847,95.14653906352663,38.998008711997656,29.33857464671153,0.0
25.717056109135793,86.39961107369831,93.06952378354016,26.938437567846925,0.0
35.586784507993315,27.319343333178352,49.08982186753308,56.9437041276846,3.0
36.81516095287585,18.097789217395587,65.39509444758377,48.5488773058649,3.0
26.80449157382439,82.86132197869522,22.392506299540244,28.613351224061148,0.0
25.94121028370567,81.05149783904753,75.90127512024347,31.833276119826508,0.0
33.214947016791086,46.66078367817636,44.125710298524965,43.12479175424928,2.0
30.793249757937744,82.74806550330814,48.717422764076495,35.98335333564042,1.0
24.28980594918191,90.98345246985588,46.22776192097442,31.105995559204487,0.0
25.816088785411246,87.9703981246196,50.27421817795898,25.727271403929265,0.0
30.552781588886532,91.00885733881526,49.40565907050549,26.416346210106653,0.0
34.64281183401195,66.98004461928596,63.05185096123535,39.478801459160934,2.0
36.60472033760207,26.83356272960133,60.27973222134006,45.72801255974422,2.0
32.2441654318206,48.69747175971781,24.682501131466523,39.96213251158467,2.0
39.68378889599986,78.24066280156896,97.72245953900635,42.65366630023635,1.0
26.760761604534693,97.64726237401433,75.20266173968777,28.05936714027606,0.0
38.04049337082148,29.754167074461144,68.84651247029328,60.59025447572165,3.0
33.90995221378794,54.34306498482191,44.70344794778623,32.889606895230166,2.0
33.42657556665325,34.92228613079367,92.81494461825,50.651349002505974,3.0
33.41311165076175,69.27426020350438,28.59424604353656,32.9932031106157,1.0
27.52043346568884,81.88327086155795,67.50101549526987,26.99875948936323,0.0
34.85628188426766,57.38206574504841,47.652576557390745,42.620546170001894,2.0
31.975583396998786,83.45231045288782,90.80594106484475,29.17278889429213,1.0
37.564959826583,18.25803839575069,48.47482969764701,68.21314197334597,3.0
31.258801598073884,56.63695973213687,69.62168898613143,30.51773881816164,1.0
35.041669299739254,44.207248904209806,24.08432088734188,47.15523399403381,2.0
33.67814453448811,61.41729070169279,71.85906167009614,42.9317177841092,1.0
22.248849929436965,87.8905040374539,46.85057245403078,23.99489605738791,0.0
37.792906527017514,41.10324627420582,31.876908930006447,54.52648521282045,3.0
26.57753685556134,83.27884051040174,100.0,22.79263701318124,0.0
34.359650546159806,44.9578038246457,77.02614994210059,51.20330637113688,3.0
37.22132410044081,77.34914524572372,95.04389968326876,34.03442450211146,1.0
36.059038699995185,28.604524134748175,55.50261760572976,51.31795304610283,3.0
33.95385381997977,56.51256997270225,24.02354692936639,41.55573732961911,2.0
34.3927562392013,65.3168277271996,41.17546660556434,37.60646002614455,1.0
31.00820773367341,73.1065096459145,87.51651254976305,33.71020803354735,1.0
26.12497217121496,81.13368683444351,93.9344650462631,20.373625633528476,0.0
34.59511202071246,55.71668740313757,60.83481282280367,50.986494293193275,2.0
23.326549661207224,100.0,23.82737744251427,32.21037900318738,0.0
31.521602298709066,79.07494737874124,87.56888773918391,30.98557640571901,1.0
35.09806257657643,45.33672920815049,37.248992754774505,46.146414896680454,2.0
32.052025606740294,79.91465078183252,49.36433277972218,32.669521618044676,1.0
29.45109474516154,63.1495900330993,48.49156139995953,33.20150257077754,1.0
31.143925767328472,68.26963800903997,52.20932447057946,39.70011070868901,1.0
30.0539716990785,68.1027454156896,53.75854517841084,38.50191558777801,1.0
35.47442680057959,31.047481860268782,63.75361372761282,63.70043533890457,3.0
28.458765307024937,75.22346532069727,69.07429172959039,23.553250389004777,0.0
32.17526588296364,67.49048718183685,49.86813559296017,39.53638678554394,1.0
25.312770281283516,98.3702926235265,65.38864518636251,27.001235238013884,0.0
30.822258710423263,67.54025447121693,44.232328941385816,33.45673838924973,1.0
28.986022976253253,87.6960908216715,14.739481283681927,24.10213362174218,0.0
29.707159009107883,86.51026271607483,36.04481316564312,29.407474020381073,0.0
29.979015931653333,71.41188721710995,42.04646151937058,29.818387426617747,1.0
32.097307203288274,65.42062583434533,15.071468221008253,42.61266909588339,1.0
24.5936336205116,84.20654417756121,79.92172919674927,24.981138573407268,0.0
26.77103158266705,82.04758870476594,19.032587477808768,31.60752648478433,0.0
20.0,98.18488950745325,46.982608959669115,23.69498035847124,0.0
32.397017727052415,71.85445040492941,25.10585706384382,42.92440461592877,1.0
35.61142150698642,32.65217795459065,30.721353822171533,59.33644488115168,3.0
33.860048317691145,69.66194139942795,79.02721430325452,39.42368587242748,1.0
35.31341082271811,34.651579800845994,37.557634842620054,57.552735470452035,3.0
35.69514174519115,54.69132833239977,76.25207800884576,48.27999141975211,2.0
39.69154173644305,34.18490420827868,71.95740937649734,54.764015651976436,3.0
30.994280588227284,80.20753381649058,96.37317890257972,36.571707037570235,1.0
25.471271612043083,78.57241564825364,75.22609357386565,24.23597578685662,0.0
30.923252153259526,77.76135756016836,56.5443252864388,35.698181352962834,1.0
24.435846298142224,86.46316931326257,70.47589795416314,29.266772425002472,0.0
21.706050998230648,74.12775199615658,14.895217547459751,45.99823878117265,2.0
33.81230338367236,48.0987396823787,33.97731599236025,48.998460386030004,2.0
32.902079411374494,40.43457826323467,100.0,42.05581899799204,2.0
35.609222702819636,44.848385372364845,36.67145790787414,49.908279792148655,2.0
37.97173889699643,26.491289324119577,42.71384616415019,52.9347375769632,3.0
27.771312337298568,99.91566623414857,52.61121985486302,30.355514225476597,0.0
37.2693421836945,36.79719715880973,36.96720623685362,59.85259944609028,3.0
36.1355445725155,36.79743435071163,28.216379785125234,57.19858275422094,3.0
34.210684119334324,50.82165011951699,27.54108650204126,39.23008514892899,2.0
36.69287132224698,26.147476600549727,0.0,54.2426601594091,3.0
37.54377630311204,29.376608204759194,60.677065616678924,64.98790965049491,3.0
20.0,89.4717522806205,87.7471013756732,30.149528061939783,0.0
29.736400617142962,52.62216963224572,45.84646357979997,33.627740706473645,1.0
31.737580830192883,77.47252564837547,55.203121448809945,32.11455987307161,1.0
39.96382640252971,24.40952367983282,16.70234197594103,60.17305397120802,3.0
31.174302477228956,63.69522823377164,77.91209145496734,31.292203782861232,1.0
33.75329595396552,68.15962254106056,26.93961209120885,31.96886966636378,1.0
20.0,96.6598104949277,69.9953470096455,26.351478120623312,0.0
39.252559255123444,40.371853418439464,32.80217043561176,52.03581350789568,3.0
22.296339135919553,94.47669346682412,42.76519509048922,26.555063758699138,0.0
27.51984582541285,80.14642132047904,39.583471523898716,26.31685354208335,0.0
38.03518473535776,37.344902004618206,45.85936889111656,66.27667794871108,3.0
33.453926035475895,65.34216336163709,87.70595257144016,36.47426787241269,1.0
35.73047706786217,57.50889810283503,62.782892315765984,42.041831128919355,2.0
38.539465855266194,33.559878517944284,43.4279234745114,57.5202026527444,3.0
32.13027757798816,57.029798029851115,34.96664767871208,50.996920954910884,2.0
38.27647904299977,31.8764323534353,74.40729602868535,59.881765736579034,3.0
37.642073744520296,40.97815950833037,47.47277850944484,59.19576556843623,3.0
29.679659048409196,68.48816124207609,51.93335420925573,34.59801126226182,1.0
35.98822757506363,49.78422435109876,64.26840231085504,43.12611664999417,2.0
27.825793979736602,89.92750155053835,53.300120071110726,24.007570967425554,0.0
39.75994102981654,27.993694806119695,53.25235731055059,51.94871845697059,3.0
28.647362865083227,93.40223655539879,26.301101954689287,20.196721435844935,0.0
28.96010704485159,76.08213996100541,74.404317940618,28.24725077132137,0.0
38.851913786987446,26.31892555771397,1.964966787037679,50.04700959475916,3.0
27.038217070052763,82.25854654808953,53.70948981504584,22.305450375559197,0.0
38.17593763922753,29.720327331416392,55.986979448045915,60.57581837882268,3.0
33.478607671131485,57.23923581270481,35.90220856788084,26.290919762415253,1.0
35.402888084256446,25.277821081261017,10.699940787789176,58.41836028891869,3.0
31.35413292353812,70.80915228991564,29.262708423669167,37.613598217681734,1.0
22.843459806426452,79.03532819133179,73.64210199280802,31.026103997797122,0.0
35.41037036734558,35.91077811788171,35.23985392534288,59.30343940389891,3.0
25.02188464813594,79.15445564124576,36.29593139571422,25.409375902687557,0.0
23.258786130639937,88.94731296674408,31.15936323878455,20.749387121068654,0.0
34.04107968701402,26.025935599299892,57.84046075245995,46.501003939457654,2.0
32.53661573324733,45.97643159687645,67.82984843235171,42.76474156266067,3.0
35.71657099660058,24.68304739263715,56.24853267981603,56.43822487564549,3.0
31.85995977386849,67.21830647210368,47.87516024276816,37.34385779815682,1.0
39.77884239378036,36.31178623691444,60.16237408478423,54.794377640982624,3.0
32.527738865534374,65.98784964379897,52.123709630991264,33.428535330526515,1.0
29.95409340034452,78.56679821914543,87.27756439035483,36.34805736594607,1.0
34.32559623657107,40.7082262367397,56.383159719447704,48.38776952443055,3.0
38.609397427454944,32.42322301437818,39.29600521401674,54.17529607817434,3.0
35.512104157844874,68.67866758971772,13.193355008601182,40.1435618212385,1.0
34.381131721005936,37.69669848947097,58.73129291297842,57.55998601072116,3.0
32.281832641917504,73.22185362176597,47.16914939383475,32.03251964318583,1.0
37.59035574366114,44.192772717208555,54.346062876895324,37.23833488059219,1.0
26.032537739955796,85.88197693174666,59.39170959433305,21.510147705316037,0.0
29.404626819150298,79.24817839977332,55.8486556351382,34.78180979321401,1.0
33.17772614969337,59.07722190350385,42.48490444117407,42.0257736350933,2.0
26.057801232080983,92.05971832763115,66.73386608710956,27.72003115140555,0.0
33.65667819267064,64.37257327422915,37.48181630605921,38.127053512241886,1.0
21.390962077622483,94.37899785939256,38.8382047793701,23.139959280382005,0.0
29.53640394051749,85.9981036472348,66.70702046231065,30.34137755306346,0.0
26.956810210702017,84.26437682651324,58.39126117890275,24.369644740023546,0.0
26.595699851258864,83.64489228356115,61.945255676057194,23.062170575098527,0.0
36.50192459225617,30.511492458324838,63.32689218747772,54.02103207973582,3.0
34.92620094282289,24.695197512499128,47.89316891721711,51.921858774945534,3.0
37.255736069370876,42.88992355132842,30.674068404571997,53.24089844235955,3.0
34.48009715172092,41.75097613655165,57.80896949142259,43.63120276486666,3.0
29.150624211140972,89.79512629979442,84.35453950871334,27.16979878119387,0.0
21.782231332929292,96.98082670347145,72.32841391246609,28.737544375108385,0.0
31.62766643631826,74.31940991224765,47.475940293566836,28.75822075446904,1.0
34.90024894302475,32.19107111289699,60.9490404021447,46.24206701542136,3.0
20.0,92.38768219362365,86.20622897139552,30.833144172176965,0.0
21.27156142991217,88.90814276532912,78.67616143272787,24.128975978304577,0.0
32.639672647914615,35.811375292382245,22.002183332898543,41.36451584614437,2.0
35.20823575720738,47.47272565909096,36.679835843055336,39.835579230882544,2.0
32.030299967507496,54.8721156410304,69.26588707150708,36.294960496661155,2.0
37.33102352396215,35.49080858828492,29.942637543492108,54.640307138349876,3.0
29.17477751663704,87.55523490418614,10.68743745955545,29.201184396547653,0.0
36.29484964907412,26.005456209801928,46.71918967219039,63.47485757538573,3.0
20.776542108448737,87.70961078767836,71.21800172223834,24.418033893393645,0.0
24.675086101715582,91.22840352482025,53.062789951624445,28.291939829863352,0.0
28.634947568569363,81.39323237526851,49.269284015813525,25.127980274279217,0.0
20.054128312064325,84.26219437521148,25.982684268330257,30.258014111809494,0.0
26.21403166982647,87.62663231933674,67.44304305314823,25.219689488026567,0.0
28.704835146167174,91.99869315158651,26.802331034788654,24.5843604664816,0.0
27.89964227455741,91.28108553540976,56.46264317472924,32.64170319818486,0.0
37.90591729979353,21.961772899471715,49.052160377466095,61.80231492481258,3.0
33.34772202068261,80.61313545133599,61.543965497776554,30.549715111088997,1.0
34.995376056911184,24.060143822363315,92.78537255143776,55.566485591678514,3.0
37.153875163333,30.955220627066147,31.36918528049952,55.68713729639093,3.0
33.38698535616418,69.22335856220694,47.90832880022976,37.29573892682601,1.0
32.32607849895808,50.75027870862079,54.55034121772738,42.380707327199154,2.0
33.828452727644084,66.53222713688118,43.86425191730204,34.35520238447486,1.0
34.815477046069354,50.4066801811861,44.1135772543816,41.23911906435056,2.0
27.935730758790775,84.7529015520983,55.5640580700982,20.20239341423849,0.0
24.600661242820795,92.90070519591477,58.25437713958178,31.679459275038546,0.0
31.71625153879121,66.23610533900263,61.84178483260167,33.75778523550417,1.0
21.4632340688112,76.3912006714043,41.10792139910592,24.671795326701886,0.0
36.31893144491886,45.92654799519398,62.250560401475504,42.052357143001174,2.0
32.7722406284474,80.2149981118939,51.07834858124032,38.0019687014024,1.0
29.69433947361622,65.26849268615601,46.25104179849102,30.438617585241197,1.0
32.40936436428817,43.34956010329757,60.76761130750539,45.749896973332625,2.0
37.116268406854246,29.716929428927873,48.609469189917206,55.35167184951748,3.0
31.961348452842543,87.0169162866539,51.447916617403564,33.859043575309244,0.0
23.21964215408011,84.99023964996721,48.64526792845991,24.805764531780895,0.0
20.0,97.38564873647007,37.81026021764926,26.264338790695337,0.0
37.725507057810084,29.88747977847905,47.40939056912075,64.3884393889167,3.0
26.49961976934,81.32647670628464,65.94880671883031,27.141343284585336,0.0
27.170138491651812,79.03105803145073,97.14208169008838,20.26612117979288,0.0
28.90681697737029,83.28569817843227,84.957111311641,32.91679864438811,0.0
31.300086549193725,77.79183618160556,66.10538620527515,33.101662426696954,1.0
35.13547393117875,55.29911902638425,33.58192131332905,46.71999739662714,2.0
34.674379563632435,29.602495946114622,64.30937971905003,50.871512144953385,3.0
34.73243401585739,46.30356266003954,23.58035856158386,46.05388596067897,2.0
30.322288100597486,67.60701203069016,57.935716187613714,32.06258341441131,1.0
26.799369979137825,94.99513563460393,43.0566432952471,22.373012050581515,0.0
23.544647308105866,86.16072528773633,21.807425587234327,30.469042691996606,0.0
20.0,84.82667892512643,100.0,25.40262028438531,0.0
22.11360454269369,93.31053920062587,71.59857728138917,28.527661420889498,0.0
20.328489637618873,94.29237857504512,86.87149064507274,28.137467992984526,0.0
34.9434594083956,21.37126049289887,58.29803736154526,56.42040345032668,3.0
24.079372346141295,90.04095222619078,38.13859924305716,26.024068905099384,0.0
32.59156472917947,58.42289707932653,61.0007902483899,38.179812095737226,1.0
32.40655858892398,83.78472338836929,51.18099308772162,25.152785629031,0.0
35.976601610957175,50.240293563050336,23.214855680434184,51.14947270888198,2.0
31.08434922168675,68.41201274821216,17.670197347586328,40.78312214493549,1.0
33.28250917344709,43.0661838078504,97.85633780427061,50.40347181195652,2.0
24.737307570950172,81.37099584507669,89.40997152819374,28.61453379802353,0.0
27.70626804469203,86.09973855589668,83.14549711070333,30.979262581144916,0.0
22.171126027006043,95.81597628802966,55.25035215760401,28.92340450063968,0.0
31.8403519086771,80.0265104197038,47.593620126610304,31.599296636035866,1.0
30.1030802768403,66.57675711700549,67.35831095424463,40.71244940343206,1.0
24.904229184200965,86.22555752256952,39.50869373319493,29.36284365314809,0.0
32.434588060865934,66.80025767961588,29.97126904958758,38.365339310652416,1.0
36.05913047498191,17.736874713509472,60.79011703263536,49.65018504431232,3.0
34.71377401899298,69.7129834930265,19.10287101623489,35.27195070218035,1.0
31.067283741691263,73.07887418576406,63.11267517032691,37.3130696966481,1.0
30.62313844554014,61.237049743796284,71.72352982099345,34.12266030850538,1.0
24.081897155928875,82.88161354087126,86.2698370917806,20.0,0.0
34.38322982450998,66.0569756220254,74.99136667151782,41.40514033609454,1.0
25.3025877151748,85.17556733368268,82.50601740562242,22.667352548187527,0.0
25.552196888262003,88.18213727673825,41.497071901008695,28.07505949206474,0.0
36.05614718876682,21.27009724171902,17.69474016767792,57.17172051007894,3.0
37.92182617780815,41.54853306826333,24.032056269243498,48.504809584486125,2.0
34.175610447022635,45.527044233395,100.0,45.20269642723815,2.0
35.984691354182516,47.17614434774046,33.92754714679564,50.4723180608821,2.0
36.258219833066896,41.11938433354664,25.03774868666426,49.68828603971895,2.0
28.88749465180466,85.84059160579535,77.1514480740717,27.089724902039727,0.0
35.19000079572232,58.29215808924631,76.83516436888044,39.88306228638223,2.0
33.45727421354157,57.26355548454688,62.688499634349576,45.735697148577394,2.0
37.02748427198972,37.286156834261085,44.86325715758211,51.33268511065826,3.0
31.031165582703824,67.86594467865828,33.60411824053391,36.838617867451845,1.0
36.923908686229154,29.48202086939743,24.70985589550177,51.9263653978976,3.0
24.496794521756925,95.1582819821886,59.61260342180227,23.99057444280177,0.0
25.975933025031452,96.46732995836125,54.17332363612381,24.411030596354564,0.0
33.409938383885205,18.52242395109606,57.76686834945007,50.889460688200906,2.0
26.588790107045913,90.85507768704738,63.92994384282996,26.045471139556764,0.0
34.79159392119283,57.7915099891141,41.23821877799633,47.24138937371636,2.0
31.043616504104378,80.84821501577636,59.48918299210947,29.61624184136915,1.0
24.988473805451083,93.37944712936866,61.52896321597821,22.1379243035704,0.0
31.26000757117004,69.51479357154535,43.924527334752355,36.131543453316496,1.0
32.57648933324797,70.79575661504718,51.44417372929036,38.668399446381684,1.0
26.64369953311479,94.67631757673158,67.66101834348811,23.197384705672327,0.0
36.65456082164553,23.437377951782963,51.842121094310144,62.05005975616646,3.0
36.802543958400975,41.12834672715154,69.68402486754243,51.77943225289542,3.0
30.939336158634227,88.4428128287464,62.47090844021144,22.307382889992383,0.0
28.52936897130823,80.8162931938128,34.420766631099994,30.998922078455678,0.0
24.91030718801483,82.45546084995048,52.536598812617065,31.48356040850242,0.0
36.2448271527494,32.91656860881104,28.140765769388217,53.78397033106764,3.0
35.297856965220404,22.81146895497844,46.17284541478065,56.73830819365897,3.0
25.32649980396092,95.31967464730334,71.69506936901566,29.09692389450479,0.0
38.338202671245334,36.563156020114576,45.75765041630173,55.992005246377644,3.0
32.284002035795915,69.57213859965978,19.331343629475064,35.734294982184,1.0
35.97022150272156,50.72824968893493,57.761285467312995,34.47813356901048,2.0
40.0,42.573012606138214,32.95268872994319,56.56497857209013,3.0
36.75938831607997,34.54878425764912,33.30382222586476,49.56336239530227,3.0
35.13291413671416,52.803391658242255,51.088867017300444,47.180620759487525,2.0
34.37774416240209,68.03670325873308,15.204427818415285,33.62706029677474,1.0
35.709745814170525,34.24669121500865,51.028706001688015,47.97750561896855,3.0
32.67290433740941,44.06544300946454,33.59484083940438,40.12304259885424,2.0
23.08160061843945,88.28620524465063,73.67313587699373,33.9430391586395,0.0
32.323266739459,42.539016756853414,40.01257024947872,36.46329943392915,2.0
33.862299400708324,54.4145987266776,60.5335934342832,40.22895281431832,2.0
34.86306526459039,24.11385070375224,68.47923357807665,70.0,3.0
29.12053494531197,88.28593336487874,49.51804459816269,25.453094041071033,0.0
36.675320717209296,30.687340873652914,38.10879060017501,58.918174441518715,3.0
34.43605213755974,56.6198997999371,82.4379661513941,34.98416390610322,1.0
28.572979588113036,80.16877003742867,25.331548698108485,25.332987610094598,0.0
35.12139633717307,34.93475708538273,18.716948530249336,53.49497297389606,3.0
29.537187445720278,77.5265742309296,100.0,37.73759305975207,1.0
34.72632618184929,63.29471856929241,67.85620764730777,29.726590287800555,1.0
26.127376447512553,85.71084742114047,10.753037052446485,26.0993749741991,0.0
28.22274203357456,84.40904733231726,27.688167670342565,24.07319857512323,0.0
34.64430271735977,21.99496823966639,63.301135905169154,42.432845322922695,2.0
32.506460626238855,65.05195802004357,48.72588584869263,38.23489626585332,1.0
36.097784865568826,45.68944512216974,68.86499462336111,42.86098109048348,2.0
38.445653824374645,34.09226887950203,44.54194571102372,54.65177819882778,3.0
21.79101757478978,94.79137759801777,66.14808187356188,25.45991428190381,0.0
35.63952844755434,42.43559800488059,91.4382347336356,47.34778726640136,3.0
36.771106900340165,25.308901479490792,57.03474547389514,56.81052242181953,3.0
29.098945323073963,74.76266474006763,95.66199372788476,39.80582519087397,1.0
30.18395574591137,88.21008609152031,39.71874417864477,32.94784478888821,0.0
27.475054461393533,93.88791195494912,33.10718677030836,25.564576286514537,0.0
36.257141343948774,24.4816003604136,58.25962279920927,53.570651607759324,3.0
36.17411520938918,35.84218422648646,54.362408609937205,59.99227929540799,3.0
23.28469144255638,80.60627121090229,23.852290511831526,28.73200379257486,0.0
37.53221114526458,44.05792175290232,25.206621504870434,48.31305938424124,2.0
35.38134882194608,50.55142653526649,91.47254501708083,51.46928153979364,2.0
22.970048374463477,79.05815043743304,31.96542061139969,32.54916264744316,0.0
36.883077326603065,57.765280106686,63.94281715807947,43.95199456542244,2.0
29.507882000052547,51.25310061241334,42.44498666135915,32.12187094961259,1.0
29.793576586874018,84.93871275658425,29.917159618482586,21.031378280267795,0.0
27.364035871010856,83.37484559462355,100.0,22.8100129942578,0.0
33.21031571669324,70.06925991445661,51.77408918806845,30.47403690198629,1.0
26.426302243388143,93.59171721264221,51.446623570702776,30.45137424922923,0.0
21.606419162242453,97.37418464475955,53.24626460198909,25.218714006502356,0.0
31.180050016865756,80.45623368269528,56.92551465311243,34.0321569971769,1.0
35.41180917726415,37.04989228057737,50.33522882429757,51.00064565944741,3.0
35.84368353535172,37.88915869452475,83.31624104844386,48.138551839648365,3.0
30.231972930523646,79.75715245448302,83.68573019586694,39.13211502961625,1.0
34.77344792141891,20.525977085966943,63.190390992373054,53.055183488136755,3.0
29.915811082102202,85.42516147181745,34.75564055112134,24.447153091900102,0.0
24.96053030427466,87.94126933382039,32.565085825581285,29.57488954253419,0.0
30.528965357255693,81.8500971734798,92.94872984710473,34.96020941144949,1.0
27.536916068033126,87.85315185036686,64.27779264063997,24.72556592979555,0.0
20.70103909022283,94.1105045114648,76.18536221513608,29.702543390432318,0.0
35.93309679578235,60.30733919613303,31.828509533382636,38.28379478915474,2.0
20.0,99.36348233858551,84.14706241209856,29.278789270523713,0.0
21.727658461224024,100.0,30.792835722351505,29.424187628355618,0.0
21.928937343222,78.71106885834652,28.34961693747642,20.0,0.0
25.057015679678557,95.73590789864855,69.11908025174853,25.152944516126155,0.0
30.036953577078474,86.37299650908818,77.58658222083474,20.243421728001728,0.0
34.92116212472781,48.50346403616929,61.70494176276806,36.49210437058177,2.0
38.87299122025102,28.146636059897848,58.814412026940474,58.263474091655915,3.0
31.890367932092694,60.50474580162293,24.10980544562809,35.31031236398391,1.0
39.673580519196484,23.994695556872852,44.7157207594073,56.89171164532403,3.0
35.66676642244997,46.133417338972166,50.761150498897734,45.75344134950955,2.0
37.31541048026966,28.808388212831716,50.94315981837556,65.37711230435106,3.0
26.420434574470452,83.94021918389306,53.21436129669196,24.84993900614968,0.0
35.68696658113854,45.49416149193586,70.62609130181615,46.282672523794965,2.0
24.800337130659656,83.82605626627254,40.462270928794794,22.52467845632713,0.0
29.474441493570165,84.10865912578629,64.9367681751715,22.614053040080528,0.0
20.0,92.6126017946251,55.56356396414872,24.777369679224982,0.0
32.015461646348285,65.89621426866226,47.685098665477504,35.9527270333877,1.0
23.77014264529419,91.66735947194496,25.858548910291994,25.824394491213358,0.0
26.97654136429,90.12616074890447,73.43256016390865,28.333296188757405,0.0
37.40064270674752,35.36442301336844,53.41130859471532,55.06001720376679,3.0
35.103991262611586,52.25388254668387,29.069805724585756,49.590561779050475,2.0
37.18423682337906,32.920753240977845,78.1684532277893,49.49952829950052,3.0
28.117960747375726,85.46601278576011,48.41291146523385,30.268671394028832,0.0
33.98875508243474,34.88800555473301,62.15343832931923,56.79375927318793,3.0
35.31499480654645,41.46941247382324,40.15304906443828,40.066832841554266,2.0
38.06050798187561,20.023762538724913,58.63242835352057,67.6165698811618,3.0
26.04972134528474,80.59852879198964,38.0306968974933,25.10741413501998,0.0
33.2082153974372,44.53143554604758,67.40092836826138,45.120223924786664,2.0
39.39641840588282,71.98205991168625,92.80173635953976,37.48833272327491,1.0
36.51674759144028,54.3972075455443,28.14568616959096,45.42472576026686,2.0
26.313304642430424,93.07272568903947,49.37002903362092,33.14936494596706,0.0
20.0,92.18871799899958,91.03624245505834,24.223923429382882,0.0
20.816496336283034,75.36682694207101,97.41166947877029,26.06728141220265,0.0
32.11390939643248,58.45721887065238,53.064008619405556,43.40760353528755,2.0
33.77442368058192,63.642458954750225,21.976019618357157,41.10452059555647,1.0
20.0,86.27399135773209,38.895653373728635,20.0,0.0
31.64212408994596,68.37387309948865,24.056759552332693,33.92625702413479,1.0
34.38422481210333,76.89790806683935,62.47485147980009,35.55012603489429,1.0
33.92419711581912,79.11814564702807,97.21584839733535,31.741816139128954,1.0
21.552102144221273,88.08619566614249,78.46412638156738,25.59856284789928,0.0
32.70497312258758,75.79932969567452,73.9439773727754,32.315115992968686,1.0
37.774046736484145,42.61928037511859,50.49299466221406,66.2876780204994,3.0
35.966749411268424,29.657496683432047,48.526397191017686,61.06798699110712,3.0
34.4417775537128,38.007728421654626,91.48246301704607,46.09481281315202,2.0
34.77179261606137,45.342324016125794,60.139822774502065,44.33650686497787,2.0
26.076116700759385,88.87565108245772,64.28748404764853,21.80407048393967,0.0
33.18465001168615,58.67226286490185,73.69505297964233,38.09969230062374,1.0
20.846250999764674,79.93345235934893,100.0,27.98322929331266,0.0
25.979878892632357,89.54103810258347,43.70536546458098,23.363758440434303,0.0
38.31470343144114,47.92542874396135,49.9943076750656,40.82179914274246,1.0
32.615103611952975,68.7636806090646,61.31066096728984,43.83949717255895,1.0
20.0,85.47679499960906,88.25659425910189,27.10991394896883,0.0
29.943434364184057,89.96489137500298,65.88266142791622,23.90451964685614,0.0
23.881580244949,75.82522528056697,0.7556293656257793,41.54184742174134,2.0
20.009261969016364,79.48212121022381,68.69693972922651,26.64878385842175,0.0
36.536721875391585,33.79364697485696,56.88258523396324,62.991951527478314,3.0
24.292979019266006,87.85300098051087,88.2327702405461,24.651290436789765,0.0
38.130348636813764,44.57021390293544,51.466395421284126,39.18131257825182,1.0
23.246471404784884,98.27476399240027,85.15010648230319,26.113739625531036,0.0
29.07767853929696,82.58852139327902,34.221789906806016,26.905571486049006,0.0
26.246762700663705,84.20132074025666,34.416862367682654,33.87915821066478,0.0
24.00029098335101,92.79338744369153,54.24497389348806,30.8825651772975,0.0
34.499840351413845,54.479880055253474,41.10456892859711,48.365241861558374,2.0
21.80109418734017,90.1364655105025,56.49651327259879,32.39113581398772,0.0
32.255414454373174,40.02260923929706,40.257555436784294,43.51791602310382,2.0
